Index	AvgScore	Score	NormalizedClaim	Text
611	0.3042	0.1478	RSS Seva Barathi has reached the kid from a viral video and provided food and essentials.	The user's input appears to be in Tamil, and I'll do my best to translate and standardize it into a concise claim with one sentence. Here's the result:

The RSS is allegedly involved in various activities and protests, sparking controversy and debate.
612	0.3045	0.4777	colloidal silver can be used to treat COVID-19	Colloidal silver is used to treat various health issues, including wound healing, skin disorders, and diseases such as flu, pneumonia, and herpes, due to its purported antimicrobial properties.
613	0.3046	0.3708	A diet of highly alkaline foods will defeat COVID-19.	Consuming alkaline foods with a pH level above 8.5 may help defeat the coronavirus, which has a pH range of 5.5 to 8.5.
614	0.3047	0.3826	“Every 37 seconds, someone is arrested for possession of marijuana.”	The "37 Seconds" campaign ad aims to destigmatize marijuana use, spark a new conversation about its benefits, and advocate for the legalization of the drug and the forgiveness of those previously arrested for it.
615	0.3045	0.1984	Aluminum “is in the vaccine” and will hurt the brain.	Aluminum in vaccines can potentially cause brain damage.
616	0.3045	0.2621	The UK was able to approve the Pfizer/BioNTech vaccine more quickly because of Brexit.	Regulation 174 can be used to authorize the nationwide distribution and supply of an unlicensed Covid-19 vaccine or treatment in the UK if a suitable candidate with strong evidence of safety, quality, and efficacy becomes available before receiving a license from the European Medicines Agency.
617	0.3041	0.0584	The spike proteins generated by the body in response to the Covid-19 vaccines make people a ticking time bomb for cancer, blood clots and other ailments.	The vaccine is ineffective.
618	0.3040	0.2588	RSS chief, Mohan Bhagwat, says, “Rahul Gandhi is the leader of the future. It will cost you heavily to take him as a joke. His family’s history tells us, it will not be right to take Rahul ji, lightly”

Abhi toh ‘yatra’ shuru hi hui hai, and…First, BJP spokespersons are made to+	Mohan Bhagwat, the RSS chief, claims that Rahul Gandhi is a future leader who should not be underestimated due to his family's history and potential.
619	0.3046	0.6606	The Commission on Human Rights did not protest when farmers were killed at Hacienda Luisita	The Commission on Human Rights failed to protest the killing and massacre of farmers at Hacienda Luisita.
620	0.3046	0.3112	Wearing a mask cause cancer due to exposure to titanium dioxide	A recent study found that all 12 types of masks tested contained titanium dioxide particles, a cancer-causing compound, at levels exceeding acceptable exposure limits, posing a potential health risk to wearers, particularly children.
621	0.3046	0.3335	A survey by The Institute of World Demographics Research has predicted that, by 2041, out of India’s total population, Muslims would account for 84%.	The Institute of World Demographics Research has released data on India's religious census from 1948 to 2017 and projected population estimates up to 2041, showing a significant shift in the demographic balance between Hindus and Muslims.
622	0.3049	0.5017	Omicron XBB is 'five times stronger' and deadlier than the Delta variant	The COVID-19 Omicron XBB variant is reportedly five times more toxic and has a higher mortality rate compared to the Delta variant.
623	0.3055	0.6893	The UK Government spent £37 billion on the Test and Trace app.	The UK government spent £37 billion on a phone app that failed to function and was not utilized.
624	0.3053	0.1675	Birmingham temple burnt by muslim during Navratri. Hindus beaten up. England police ineffective in Saving Hindus 😢😳!!	A Hindu temple in Birmingham was allegedly set on fire and Hindus were physically attacked during the Navratras festival.
625	0.3055	0.3897	Tezpur Litchis Got GI Tag recently	The Tezpur Litchi from Assam has been awarded a Geographical Indication (GI) tag, confirming its origin and protecting its production within the state.
626	0.3057	0.4283	The last Republican to win the popular vote left office nearly 30 years ago	The United States would be a better country today if it were a true democracy, as the last Republican president elected by the people would have left office over 29 years ago without the Electoral College.
627	0.3057	0.3500	Feeling ashamed to know a #Dalit family in #Karnataka badly tortured nakedly & fined for entering temple & touching idol. Simply curse! 
R we Humans?	A Dalit family in Karnataka was allegedly tortured, fined, and humiliated for entering a temple and touching an idol, sparking outrage and concerns about human rights and social equality.
628	0.3056	0.2083	The Control of Diseases Act in the UK changed on 27 April.	The legislation was updated on April 27, 2020, and came into force on the same day, making it applicable from that date onwards.
629	0.3056	0.3077	23 people dead in Norway after getting the Pfizer vaccine	In Norway, 23 elderly nursing home patients with pre-existing conditions died after receiving the Pfizer Covid-19 vaccine, with officials stating that common reactions to the vaccine may have contributed to the fatal outcomes in these frail patients.
630	0.3057	0.3938	Video of PM Modi shared with a claim that he is celebrating his birthday with industrialists	Sir is celebrating his birthday with industrialists.
631	0.3055	0.1918	The cost of 20 years in Afghanistan was only 59% of the cost of NHS Test and Trace.	The initial operations in Afghanistan from 2001 to 2002 cost approximately £350 million.
632	0.3052	0.0685	A Pfizer executive has admitted the company did not test whether its Covid-19 vaccine stopped transmission of the virus before its launch.	The issue requires further examination to determine its validity and certainty.
633	0.1158	0.3079	The government advice is not to challenge someone who is not wearing a face covering.	The government is prioritizing avoiding lawsuits and fines over enforcing face covering policies, highlighting potential flaws in disability discrimination laws.
634	0.3049	0.1351	A report has "proven" that the Pfizer COVID-19 vaccine contains graphene oxide.	The following information is a significant revelation that should not be ignored.
635	0.3050	0.3954	The man who got the contract to repair and maintain the #MorbiBridge is also a Modi crony…

Only those who pay upfront via election bonds and cash, get business from the Modi Govt. The going rate is reportedly 40%.

It’s more than just criminal

#Gujarat_CommissionModel	The contractor responsible for repairing and maintaining the Morbi Bridge has alleged ties to the Modi government, which reportedly awards business to those who make upfront payments through election bonds and cash at a rate of 40%.
636	0.3048	0.1478	A new Pfizer document shows the company admitting its Covid-19 vaccine is not safe for use in pregnancy or breastfeeding.	The COVID-19 mRNA Vaccine BNT162b2's presence in human milk is currently unknown.
637	0.3044	0.0709	Says House Speaker Nancy Pelosi and Rep. Adam Schiff should be impeached.	The people of Utah are reconsidering their support for Senator Mitt Romney due to his actions being perceived as aligning with Democratic interests.
638	0.3050	0.6798	US President "spoke only" with President Ferdinand Marcos Jr. on the sidelines of the 77th United Nations General Assembly in New York City.	US President Joe Biden spoke exclusively with Philippine President Ferdinand R. Marcos Jr. on the sidelines of the United Nations General Assembly.
639	0.3047	0.1331	A social media post claims that Apple AirPods are dangerous because they emit radiation which is harmful to the human body. We fact-checked and found the claim to be Mostly False.	AirPods and other Bluetooth earbuds emit wireless radiofrequency radiation, a Class 2B carcinogen, directly into the brain and ear tissues, posing a potential cancer risk due to constant transmission of signals, even when not in use.
640	0.3046	0.2407	The Mental Health Act will be used to section people who refuse to have the Covid-19 vaccine so they can be forced to have it.	A parliamentary committee is proposing to make COVID-19 vaccines compulsory and potentially remove the Human Rights Act, despite the virus having a high survival rate of 99.999996%.
641	0.3044	0.1389	A viral image shows a mountain shaped like a turtle's head in Cambodia.	The rock resembles a snapping turtle in appearance.
642	0.3040	0.0806	There are 16,481 fewer beds in hospitals since 2010.	The Conservative government's seven-year rule has allegedly compromised the NHS, leading to increased deaths and illnesses, and should be voted out in the next general election to prevent further deterioration.
643	0.3044	0.5486	“Biden signs 45% capital gains tax. Kiss your inheritance goodbye.”	President Biden has signed a 45% capital gains tax, potentially impacting inheritance.
644	0.3043	0.2375	Said New York Gov. Andrew Cuomo said that “with all the technology we have, we don't need actual classrooms.”	Governor Andrew Cuomo has made statements regarding the state of education in New York State.
645	0.3040	0.0980	Nine of the ten most deprived council areas in this country have seen cuts that are almost three times the average of any other council.	Metropolitan district councils, which are heavily reliant on grants, have experienced significant reductions in their overall spending power.
646	0.3042	0.4543	Disposable paper phones coming soon….as the world gets more technologically advanced!	The development of disposable paper phones is expected to become a reality as technology continues to advance.
647	0.3044	0.4509	Strange light in sky before earthquake👀👀👌	A strange light was observed in the sky prior to the occurrence of an earthquake.
648	0.3042	0.1478	Blocking the implementation of the national identification system is in the agenda of the National Democratic Front of the Philippines (NDFP) under the proposed Comprehensive Agreement on Social and Economic Reforms (CASER).	The lack of a standardized ID system in the country, initially opposed by the CPP due to privacy concerns, has hindered effective contact tracing, distribution of aid, and vaccine allocation during the COVID-19 pandemic.
649	0.3040	0.1556	A scam is asking people to input the personal details, including bank details, to receive “Covid-19 Relieve.”	Scammers are targeting isolated individuals, particularly the elderly, with a fake UK GOV website that attempts to harvest personal data by promising a payment.
650	0.3041	0.3717	Video of Muslim girls being harassed by RSS members in India	Muslim sisters are being harassed by goons, which raises concerns about the unfair treatment of Muslims under universal law.
651	0.3040	0.2889	 Congress Spokesperson Randeep Singh Surjewala tweeted that BJP MP Kalraj Mishra in a rally in Faridabad on Sunday threatened to shoot those who protested against Faridabad MP. On closely monitoring the original video, we found that Surjewala’s claims are false.	Kalraj Mishra threatened to shoot those who raised slogans against the Faridabad MP, sparking concerns over the BJP's stance on freedom of speech and its approach to handling dissent.
652	0.3037	0.0645	Saudi Arabia is the only country not having a permanent river flowing within it	The @facts_ly_ account provides daily fun facts and educational content, allowing users to learn new information and expand their knowledge in a concise and engaging manner.
653	0.3038	0.3507	Invite a duffer to talk on geopolitics, who insults his nation in a foreign country and mocks  democratic election process in front of global mafia, this is what happens. You lose credibility for giving such a duffer with zero credibility a public platform.	Inviting an individual with no credibility to publicly discuss geopolitics, who has a history of insulting their own nation and mocking democratic elections, undermines the credibility of the platform.
654	0.3035	0.1103	The claim: Photos prove sea level hasn't risen in Sydney Harbor	The user claims that the Earth is flat and rejects scientific evidence supporting global warming and space exploration.
655	0.3044	0.9055	There is no proof HIV is the cause of AIDS	Kary Mullis, a scientist, claims that there is no proof that HIV is the cause of AIDS.
656	0.3044	0.3179	Video of Muslims turning Telangana Jogulamba temple into a mosque	A temple adjacent to the Jogulamba Shaktipeeth, specifically the Kanchi Kamakshi Ekambareshwara Temple, is being converted into a mosque/dargah with visible construction work underway.
657	0.3043	0.2083	Picture of Supriya Sule sitting in Maharashtra SM chair	Someone is sitting in another person's chair, as shown in the picture.
658	0.3039	0.0658	The Washington Times ran a photo of "President Gore" after Election Day 2000	The National Public Affairs monthly poll reveals the current standings of the South Carolina Republican Party.
659	0.3036	0.0970	The Taliban survived the last 18 months with no vaccines, social distancing, PCR testing, masks or business closures to then recapture an entire country with no mass deaths amongst their population during the pandemic.	The Taliban has accepted the Covid-19 vaccine, marking a departure from its typical opposition to immunization programs.
660	0.3032	0.0658	Did Buhari violate the law by appointing Usman Baba as IG?	President Muhammadu Buhari has approved the renewal of the term of office for the Chairman, Executive Secretary, and members of the Board of Trustees of the Nigeria Police Trust Fund for a final three-year term, effective May 19, 2023.
661	0.3030	0.1600	A £22 billion Test and Trace contract was given to a company which has been prosecuted twice by the Serious Fraud Office.	SGL will pay a total of £23.9 million, consisting of a £19.2 million financial penalty and £3.7 million in investigative costs, in addition to the £12.8 million compensation previously paid by Serco as part of a £70 million civil settlement.
662	0.3027	0.1005	A lot of people believe that Bhut Jolokia (Ghost Pepper), a chilli that grows in North East India, is the hottest and spiciest chilli in the world. We fact-checked and found that Bhut Jolokia was the hottest chilli at one point of now, but no more. We rate this claim as Mostly False.	I applaud Democrats who watched Trump's Town Hall session for their endurance, offering them a symbol of their strong stomachs, represented by a Dunkin Spicy Ghost Pepper Donut.
663	0.3025	0.1951	“Illegal immigrants” are kept in hotels and are fed and clothed as well as receiving benefits.	The government's provision of hotel accommodations, food, clothing, and benefits to illegal immigrants should be reevaluated, as discontinuing these benefits could potentially reduce the influx of illegal immigration.
664	0.3024	0.2187	A Facebook post claims New Zealand’s national debt has risen to more than $NZ120 billion.	The current government has significantly increased New Zealand's debt, as evidenced by the rising numbers on the World Debt Clocks website.
665	0.3028	0.5853	Like this friends, this has saved 300 lives of passengers.	This safety measure has saved the lives of approximately 300 passengers.
666	0.3026	0.1293	Bhut Jolokia is the hottest chilli in the world	The viewer is offering a complimentary Dunkin Spicy Ghost Pepper Donut to Democrats who watched Trump's Town Hall session, implying they have a strong stomach to handle the donut's intense heat.
667	0.3022	0.0521	Comparing daily temperatures to 1979-2000 baseline disproves global warming	The action is perceived as a means to unfairly transfer wealth for financial gain.
668	0.3027	0.6427	"The President wants to cut 3 MILLION people from SNAP, including children, seniors and veterans."	The President's proposal to cut 3 million people, including children, seniors, and veterans, from the Supplemental Nutrition Assistance Program (SNAP) is unacceptable and would harm America's most vulnerable populations.
669	0.3026	0.2174	The IMF has just created Unicoin, which is a Central Banking Digital Currency.	The International Monetary Fund (IMF) has introduced a new global currency called the Universal Monetary Unit, aimed at transforming the world economy.
670	0.3028	0.4852	The problem in Britain is not immigration, the problem in Britain is white people	The issue in Britain is allegedly not related to immigration, but rather to the actions or behaviors of the white population.
671	0.3025	0.0833	For every three victims of domestic abuse, two will be female, one will be male.	The prevalence rate of partner abuse decreased from 5.2% to 4.5% between 2012 and 2018.
672	0.3028	0.5114	A picture of the coronavirus-infected patient's throat	The patient's throat was severely infected with COVID-19, causing significant inflammation and destruction, as well as symptoms of severe shortness of breath and loss of taste, in the early stages of the infection.
673	0.3025	0.0746	HAARP is responsible for recent disasters in Turkey, Haiti and New Zealand	The High Frequency Active Auroral Research Program (HAARP) is allegedly used to destroy countries.
674	0.3023	0.1559	Average energy costs in the UK are €2,960, €650 in France and Belgium, €620 in Spain, €558 in Germany and Denmark, €546 in Holland, €545 in Austria and €543 in Norway, €476 in Finland and €174 in Poland.	The average energy price in the UK is £2,585, which is approximately 5 times higher than in other European countries, such as Poland, where it is €174, due to the Conservative party's refusal to tax excess energy profits.
675	0.3030	0.7622	Kamala Harris is listed as 'Caucasian' on her birth certificate.	Senator Kamala Harris is listed as Caucasian on her birth certificate by her parents.
676	0.1152	0.3126	Leni Robredo said she will bring back the Aquino government and that whatever PNoy did from 2010-2016 for the Philippines, she will also do from 2022-2028	The user is expressing support for VP Leni Robredo by suggesting she will revive the policies of the previous Aquino government.
677	0.3031	0.4248	A video of MP Chief Minister Shivaraj Singh Chauhan	The public in Suwasra, Mandsaur, overwhelmingly expressed their support for Kamal Nath as the preferred Chief Minister over Shivraj Singh Chauhan.
678	0.3036	0.6016	Claim: Trump nixes aid for California fires but offers help to Putin for Siberian wildfires	President Trump refused to provide aid for California's wildfires, despite previously offering assistance to Russian President Putin for fires in Russia.
679	0.3032	0.0318	Mother of blind devotees, after a lot of hard work got this pick!!	Smriti Irani was seen wearing a belly dance costume in a photo.
680	0.1639	0.3158	Video of a little girl firing a gun is with the National Resistance Front of Afghanistan to fight against the Taliban	A young girl holds a rifle, fighting against the Taliban.
681	0.3027	0.0639	A video circulating on social media claims that a homemade CBD gummies recipe can reverse Type 1 and Type 2 diabetes. We fact checked and found the claim to be False.	Using this device once daily can eliminate the need for frequent blood sugar level checks.
682	0.1139	0.3812	kids getting hepatitis because of the J&J Covid vaccine	The author suggests a possible link between J&J's adenovirus vector and the hepatitis outbreak.
683	0.3023	0.1250	Claim: Biden attacked over age, policies on pot and prisons and charges of being 'creepy'	I will vote for Joe Biden in the presidential election because, despite his flaws, he is a preferable alternative to Donald Trump and will allow for the possibility of future systemic changes to improve democracy.
684	0.3024	0.3451	Says his supporters were “protecting” Joe Biden’s campaign bus in Texas.	A Biden campaign bus was surrounded by vehicles displaying Trump flags while traveling on a highway in Texas.
685	0.3030	0.7311	Bears eating apples somewhere in kashmir	Bears are eating apples in Kashmir.
686	0.3029	0.2222	The claim: Moon visible in the daytime proves Earth is flat	The user claims that it's time to return to common sense in 2023 and wake up to the alleged truth about the flat earth theory.
687	0.3030	0.3646	Funding for schools is down by 8% in real terms.	The average spending per pupil in primary and secondary schools increased by 5% annually in real terms during the 2000s, remained largely protected under the coalition government, and then decreased by 4% between 2015-2016 and 2017-2018, before being held constant up to 2019-2020.
688	0.3032	0.4893	Om Birla's daughter clears UPSC without taking exam	Anjali Birla, daughter of Lok Sabha Speaker Om Birla, allegedly became an IAS officer without taking the exam, sparking concerns about potential backdoor entry and unfair advantage in the UPSC exam system.
689	0.3030	0.1630	Sunidhi chauhan sang an obscene song in front of Rahul Gandhi	Rahul Gandhi accompanied Rajasthan Chief Minister Ashok Gehlot on refreshing nights during their padyatra days.
690	0.3033	0.4831	Will our BJP government return in 2024	The BJP government is expected to return to power in the 2024 elections.
691	0.1639	0.4566	A Facebook user shared a video alleging that Buhari was arrested by ICC.	A video allegedly showing Nigerian President Buhari being arrested by the ICC.
692	0.3029	0.1667	Nancy Pelosi is gearresteerd.	The white hats have arrested Nancy, marking the beginning of a significant development.
693	0.3027	0.1568	In Chembur, Maharashtra, 5 people fell into a drain after a concrete slab broke.	The end is located near Amar Mahal in Chembur.
694	0.3035	0.8300	Dr Seuss has been cancelled.	Doctor Seuss has been cancelled.
695	0.3036	0.3827	Photo of Union Minister Smriti Irani drinking alcohol and preparing counter tweets to Rahul Gandhi	Smriti Irani is responsible for responding to Rahul Gandhi's tweets.
696	0.3035	0.2444	Honey and Cinnamon can be combined to cure a long list of diseases such as Cancer, Arthritis, etc.	Boiled cinnamon and honey may have potential health benefits, including reducing symptoms of arthritis and cholesterol, although more research is needed to confirm its effectiveness in treating various health issues, including cancer.
697	0.3035	0.3378	India administered vaccines to 1 billion people by October 2021	Prime Minister Modi successfully led the vaccination efforts, resulting in over one billion people being vaccinated during the pandemic.
698	0.3034	0.2244	Video of the huge crowd that gathered for the Pathaan movie screening in UAE	The movie Pathaan, starring Shahrukh Khan and Deepika Padukone, has attracted millions of fans in the UAE and abroad, with a massive turnout at cinema halls.
699	0.3035	0.3493	“While California is dying … Gavin (Newsom) is vacationing in Stevensville, MT!”	Gavin Newsom, the Governor of California, is allegedly vacationing in Stevensville, MT, despite imposing lockdowns on the state, which has led to fines and arrests for law-abiding citizens, while also implementing policies that release criminals and allocate tax dollars to illegals and foreign countries.
700	0.3033	0.1553	“At the same moment that Biden is accusing Republicans of fascism, his DHS has published a cartoon on Facebook urging children to report their parents to federal authorities if their parents post something called covid disinformation."	The Biden administration is allegedly encouraging children to report their parents for sharing COVID-19 misinformation.
701	0.1651	0.5089	Argentine boy who died at age 4 was part of a COVID-19 vaccination campaign	A 4-year-old Argentine boy who promoted COVID-19 vaccinations died of pneumonia.
702	0.3030	0.2028	"Many of the people in DACA, no longer very young, are far from ‘angels.’ Some are very tough, hardened criminals."   	Some DACA recipients are hardened criminals, and despite President Obama's initial lack of legal authority, a potential Supreme Court overturn may lead to a deal with Democrats to allow them to stay.
703	0.1149	0.4840	BJP leader Anil Upadhyay manipulated EVM in Maharashtra	BJP leader Anil Upadhyay's actions are being criticized.
704	0.1157	0.3546	monkeypox is specific to a gender	The post uses monkeypox as a metaphor to criticize or comment on patriarchal societies or institutions, implying they are flawed or "infected" with issues specific to males or traditional masculine structures.
705	0.3035	0.7036	The claim: Moderna CEO admits company produced 100,000 COVID-19 vaccine doses before pandemic  	Moderna CEO Stéphane Bancel admitted that the company produced 100,000 COVID-19 vaccine doses in 2019, prior to the pandemic's start.
706	0.3033	0.1212	The NHS internal market, created in the 1990s, costs around £10 billion a year.	The preliminary estimate should be used only as an initial guide.
707	0.3029	0.0694	Photos showing a polluted Pasig River, Manila Bay and Boracay were taken during "disente time" or the Aquino administration.	Bastos Time and Desenti Time are being compared.
708	0.3033	0.5685	Sonu Sood requested voters to vote for Tejashwi ji for the development of Bihar	Sonu Sood endorses Tejashwi Yadav for the development of Bihar.
709	0.3030	0.0769	Former ABS-CBN president and CEO Charo Santos-Concio apologized for the network's mistake	Mam Charo is a very humble woman who deserves respect and admiration.
710	0.1645	0.3658	A Facebook user is looking for their son, Tyler, who went missing after going to school.	A missing person poster with a photo of a boy, Tyler White, on his first day of school.
711	0.3027	0.1411	A video allegedly showing PM Narendra Modi calling himself the son of a Pathan has gone viral on social media. We found that the video is being shared with misleading claims.	The claim is that supporters of Modi attempted to portray him as a strong Hindu leader during a rally in Kashmir.
712	0.3022	0.0118	Respectable aristocratic hero. A warrior who accomplished his responsibility with bullets. A person who symbolises Indian bravery and sacrifice. Let’s pay homage to Nathuram Vinayak Godse on Father of Nation, Gandhi’s birthday with pride! – Senthamizhan Seeman	The information in question is allegedly inaccurate or misleading.
713	0.3024	0.4130	New COVID-19 vaccination guidelines of India	As of March 1, 2021, India's new COVID-19 vaccination policy requires private hospital vaccinations to be paid, approximately Rs. 500, while government hospitals offer free vaccinations, with registration on the Cowin app or Covid 2.0 software mandatory for all, regardless of age or registration status.
714	0.3021	0.0798	A 24-second video clip of a IPL match played between Kings XI Punjab and Rajasthan Royals at Sawai Mansingh Stadium in Jaipur has gone viral on social media with claims that people raised slogans of “Chowkidaar Chor Hai (Watchman is a thief)” during the match.  The slogans of “Chowkidaar Chow Hai” were raised in response to the slogans of “Modi Modi”. It would be wrong to say that only the slogans of “Chowkidaar Chor Hai” were raised in the stadium.	The BJP is unable to counter the impact of the "Chowkidar chor hai" slogan, even with numerous campaigns or efforts.
715	0.3020	0.2700	482 Covid-19 deaths were recorded in the UK on 19 April, 508 on 20 April and 646 on 21 April.	According to the latest update, 646 additional COVID-19 deaths were reported today.
716	0.3019	0.1966	Islamic State has hacked a major computer network used by universities.	The Islamic State (IS) may be responsible for the cyber-crime due to their capability to carry out such attacks.
717	0.3021	0.4438	A newborn baby has been found abandoned in Hengrove, Bristol.	The police in Hengrove have found an abandoned newborn baby and are seeking assistance to identify the child's parents.
718	0.3024	0.5576	Immigrants are 60% less likely to claim benefits than a British-born person.	Here is the standardized claim in one sentence: Immigration has a significantly positive impact on the UK, with foreign-born doctors making up 26% of NHS staff, immigrants being 60% less likely to claim benefits, and EU immigrants contributing £8.8 billion more than they received between 1995-2011, while having no significant effect on overall employment.
719	0.3029	0.6356	"A bounty of $80 MILLION has been placed on President Donald Trump’s head by Iran as tensions between the country and the USA rise."	Iran has placed a bounty of $80 million on President Donald Trump's head amid rising tensions between Iran and the United States.
720	0.3026	0.0633	Various posts in local community Facebook groups are genuine appeals for help.	A dog was hit by a truck in Ulladulla, is alive but unable to stand, and is currently at the vet without a microchip, and the person who hit the dog is seeking to find its owner.
721	0.3023	0.0719	Former MLA supporters in Shaheen Bagh raised slogans of 'Pakistan Zindabad'	The law enforcement and judicial system, including the High Court and Supreme Court, appear to be ineffective in addressing the presence of a rogue policeman in the country.
722	0.3021	0.2108	Spain’s Health Ministry said that the SARS-CoV-2 virus has never been isolated.	The Ministry of Health has been demanded to provide in-depth information about the existence of the virus by Asociación Liberum, Biologists for the Truth, and an unnamed individual.
723	0.3020	0.1804	Five million patients in England were denied a GP appointment when they tried to make one in October.	Patients were unable to get appointments because GP practices did not allow advance booking and had no available slots at desired times.
724	0.3016	0.0644	This is what is called progress! Direct charter flight ride by auto rickshaw! Only Kejriwal uncle can do this miracle!	Arvind Kejriwal is allegedly flying on a private plane, prompting questions about who sponsored the flight and the sponsor's potential connection to him.
725	0.3016	0.2652	The claim: Antibiotics ‘cancel out’ birth control 	Taking antibiotics can potentially interact with birth control, reducing its effectiveness, and it is essential to consult a doctor to discuss possible interactions and necessary precautions.
726	0.3015	0.2662	i feel amazing. didn’t have to take a single pain pill for my wisdom tooth extraction! just drank pineapple juice and vibed. highly recommend.	Drinking pineapple juice helped alleviate pain after wisdom tooth extraction, eliminating the need for pain medication.
727	0.3013	0.1447	An Instagram post claims Victorian Premier Daniel Andrews said “insisting on human rights” under COVID-19 restrictions was not only selfish but also stupid.	Human rights should take precedence over all other considerations, including pandemic response measures like the Melbourne lockdown during the COVID-19 crisis.
728	0.3010	0.0990	Viruses like influenza don’t have seasons	To maintain health and vitality, it is essential to make personal changes, such as modifying diet and reducing consumption of inflammatory substances like insulin and sugar.
729	0.3008	0.1000	Bananas are radioactive	The user @neeha_khan1420 shares interesting science facts, including information about bananas and their properties, on their social media platform.
730	0.3006	0.1495	Picture shows a participant of Aurat March 2022 carrying a placard with text that reads, “God please give me a penis I want to rape men.”	The statement can be standardized and normalized into the following claim: Having a penis does not justify rape, and it is a crime regardless of one's gender.
731	0.3002	0.0730	Spending on social care is down 8% since 2010.	The Conservative government's seven-year rule has allegedly compromised the NHS, leading to increased deaths and illnesses, and therefore, voting against them in the next general election is necessary to preserve the healthcare system.
732	0.3003	0.3378	Babiya, the god’s own crocodile of Sri Anantapura Lake temple has reached Vishnu Padam.

The divine crocodile lived in the temple’s lake for over 70years by eating the rice & jaggery prasadam of Sri Ananthapadmanabha Swamy & guarded the temple.

May she attain Sadgati, Om Shanti!	The divine crocodile, Babiya, of Sri Anantapura Lake temple, which lived for over 70 years and was devoted to Sri Ananthapadmanabha Swamy, has attained Vishnu Padam.
733	0.3007	0.6245	Dandelion root is able to kill 98% of cancer cells within 48 hours.	Researchers have discovered a root that is capable of killing 98% of cancer cells within a 48-hour period.
734	0.3014	0.7956	Joe Biden waved to an empty field after deplaning in Florida.	Joe Biden waved to an empty field in Florida, sparking speculation about the incident.
735	0.3011	0.0429	A video claims to show people partying in public in Sydney's Bondi while the city was subject to strict COVID-19 lockdown rules.	Classism is a form of prejudice and discrimination that targets individuals based on their social class.
736	0.3008	0.1106	Rape has been legalised in the UK as offenders can now escape punishment if they apologise to their victims.	The community resolution process is a suitable outcome for certain cases, including those involving child perpetrators, individuals with specific needs or learning difficulties, or consensual teenage relationships, where victims and their families often prefer an alternative to the criminal justice system.
737	0.3013	0.6466	“No Farmer Committed Suicide In UP In 6 Years”: Yogi Adityanath	According to Yogi Adityanath, no farmer has committed suicide in Uttar Pradesh in the past six years.
738	0.3013	0.3059	2021 was one of the deadliest years in history for law enforcement, with a 55% increase in police fatalities. 	The number of police officers shot and killed has significantly increased, with 2021 being on track to surpass the record-breaking deaths of the previous year.
739	0.3010	0.0931	Congress President Rahul Gandhi has claimed that Masood Azhar, a convict of the Pulwama attack, was released from India by the BJP in 1999. He said that India’s National Security Advisor Ajit Doval went to Kandahar to hand over Azhar. We found that Rahul Gandhi's claim that “Ajit Doval had gone to Kandahar from Delhi in the aircraft with Masood Azhar” is not correct. Mr Doval was already in Kandahar and was involved in conversations regarding the safe release of the passengers in the hijacked plane. 
	The BJP has been linked to terrorist associations, with multiple leaders allegedly having ties to extremists and NSA Ajit Doval previously escorting terrorist Masood Azhar to freedom.
740	0.3008	0.1765	Japan has dropped Covid-19 vaccine mandates.	The Japanese vaccines, Pfizer and Moderna, have warnings for Myocarditis and Pericarditis, which were revised in December 2021.
741	0.3010	0.4377	Image of a Mosque is being built on Hyderabad – Warangal highway, near Bhongir in Telangana	A mosque is being constructed on the Hyderabad-Warangal highway near Bhuvanagiri village by encroaching on half of the highway, and authorities are urged to take immediate action to stop this alleged illegal construction.
742	0.3010	0.3127	“I have never asked the president to resign. So what the book said was not true.”	Kevin McCarthy denied being a liar and clarified that he never asked the president to resign, standing by his previous statements.
743	0.3008	0.1258	I have attached a copy of the amendment made in 2016 that those who do not know Tamil can join the government services in Tamil Nadu. Page 44 says so. But one ‘fact-checking’ website says there is no evidence regarding this. Which is right?	The Tamil Nadu government issued a notification on 2016 regarding the use of Tamil language in official proceedings, as per the 197A Extraordinary Gazette notification.
744	0.3012	0.6378	Chief Minister watching live video of how policemen burn Hathras gang rape victim	The Uttar Pradesh police were accused of burning the body of the Hathras gang rape victim, as allegedly witnessed by a disgraced Chief Minister through a live video.
745	0.3015	0.4688	He is a boy from Kashmir who looks like SRK	The individual in question is a boy from Kashmir who bears a resemblance to Shahrukh Khan, but is not the celebrity himself or his sons Aryan or Abram.
746	0.3013	0.1500	If you have a runny nose and sputum, you have a common cold.	The coronavirus can be prevented and identified by recognizing its symptoms, such as a dry cough, sore throat, and high fever, and taking precautions like frequent handwashing, gargling with salt water, and drinking warm water, as it can survive on metal surfaces for 12 hours, fabric for 6-12 hours, and on hands for 5-10 minutes.
747	0.3010	0.0877	Is the video released by India as an attack on Pakistan was an old video of Syria?	The user is accused of disseminating false information.
748	0.3007	0.1008	Anti nazi?? Soros? Better check your facts! That’s an SS uniform and he was a Nazi! Hmmm	The Twitter post by @gkrobinson10 promotes a meme that inaccurately targets Nazis, George Soros, communism, vaccine efficacy, and climate change as part of a conspiracy theory.
749	0.3004	0.0641	almonds can prevent Cancer	Almonds provide numerous health benefits, including reducing blood sugar and cholesterol levels, lowering blood pressure, and promoting weight loss, due to their rich content of healthy fats, fiber, protein, magnesium, and vitamin E.
